product_id,product_name,price,description,materials,dimensions,weight,etsy_url,category
67,"Christmas Bell Soap Favors, Baby Sprinkle Favors, Winter Theme Favors",2,"Wonderful Christmas bells similar to pieces of ice cliff will decorate your holiday.

If you need a different color, let me know in the message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Soap made with skin safe colorants and fragrances. The soap contains clear glycerin and Shea soap base. 
","glycerin soap base, colorants, Natural Fragrance oils",2 x 2.5,2,https://www.etsy.com/listing/741363568/christmas-bell-soap-favors-baby-sprinkle?ref=shop_home_active_28,holidays
68,"Lemon soap favor, Lime soap favors, Summer Bridal Shower, Pink lemonade decor",3.5,"Are you planning a summer theme birthday or a bride's party? These yellow or green lemons / limes look so vibrant and wonderful that you just want to hold them in your hands and look at them all the time. Please your girlfriend or daughter with this gift for a baby shower or any other summer special occasion.
Juicy and bright lemon soap is just perfect! Each soap is hand-made to order according to your choice of colors and aromas. Your order includes 1 pack with 1 soap (lemon or lime). You will be delighted with a charming lemon! If you need a different color or quantity, just let me know your request through a private message.

If you need a different color, let me know in the message.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


Soap made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. ","Clear glycerin soap base, Colorant, Fragrance",2.7 x 1.5,2,https://www.etsy.com/listing/831730407/lemon-soap-favor-lime-soap-favors-summer?ref=shop_home_active_26,novelty/gag gift
69,"HONEY PARTY FAVORS, Bee Honeycomb Soap Favors, Bumblebee Mommy to Bee, Honey Baby Shower, Wedding Honey Favors, boo bees",2.75,"Honey bees are wonderful gifts to add to your basket wedding greetings, baby showers, birthdays and many other important events for you.
With this honey soap, guests of your wedding will be delighted and take home unforgettable memories of such a special and beautiful day.
The soap has the shape of a honeycomb and a bee, filled with the sweet aroma of honey and oatmeal, I want to eat them!

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

  

 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",2.5 x 2.5,1.6,https://www.etsy.com/listing/729828079/honey-party-favors-bee-honeycomb-soap?ref=shop_home_active_18&crt=1,seasons
70,"Baby Angel Soap favors, Baby shower favors soap, Angel Soap, Pink rose, Baby shower favors, Unique baby shower favors, Rose baby shower soap",4.5,"The gentle combination of a sleeping angel in a rose will be a great choice for your baby shower.
This listing is for 1 baby sleeping on a rose.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- *-*-*-*-*-* Tags *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Write: 
1. Date of party 
2. Tag color option
3. Text that you wish


Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

","Goat milk soap base, glycerin, Shea butter, fragrance, color",2.5 x 3.0 x 1.5,2.2,https://www.etsy.com/listing/691437953/baby-angel-soap-favors-baby-shower?ref=shop_home_active_24,baby shower
71,"3 Unicorns bar soaps, 3 Unicorns Soap Favors, 3 Unicorn soaps, Unicorn birthday, Girls birthday gift, Magical unicorn soap",7.5,"3 UNICORNS SOAPS

Unicorn soap favor a great addition to the Unicorn Party, Easter gift baskets , a gift for little girls, a party in honor of the birthday of the Unicorn. Funny gift unicorn for children. These magic soaps are ideal for a unicorn gift, loved by children of all ages, a unicorn birthday party, or at any time or whenever you want to enhance the magic.

You get a set of 3 unicorns with a multicolored mane and a golden sparkling horn.

You get 3 bars of soap, total weight 3.3 ounces

Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. The soap contains goat's milk, clear glycerin and Shea's soap base.
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",2.8 x 0.5,1.1,https://www.etsy.com/listing/693091426/3-unicorns-bar-soaps-3-unicorns-soap?ref=shop_home_active_3&crt=1,novelty/gag gift
72,"Gold Soap Bar, Money soap, Gold bullion bar soap, Fine Gold Soap Bar, Fake fine Gold bullion Bar",6,How cool is that to wash your hands with a gold bar every day. It's like a treasury in your hands.This is a fun gift for your friends and loved one. A piece of gold soap will perfectly decorate the bathroom and give a pleasant aroma.,,,,https://www.etsy.com/listing/714387178/gold-soap-bar-money-soap-gold-bullion?ref=shop_home_active_36,novelty/gag gift
73,"Easter bunny ears soap favors, Animal Soap, Nest Soap, Funny Bunny Soap",4.5,"Looking for a gift with Easter symbols? Ideal for combining a bunny and an Easter egg basket. A cute baby will be made for you using safe colors and pleasant smells.

*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*- Packaging *-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*-*

Each soap is packaged in a separately put into a little plastic bag and tied with a ribbon. Traditionally, I select the color of the tape for the color of the soap, if you need a certain color, let me know.


Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. ","Goat milk soap base, Glycerin soap base, Shea butter soap base, Fragrance, color",2 x 3,2.1,https://www.etsy.com/listing/778019137/easter-bunny-ears-soap-favors-animal?ref=shop_home_active_8,holidays
74,"10 Sunflowers soaps favors, 10 Sunflowers soaps, Garden wedding favors, Flower soap favors, Fall Baby Shower, sunflower wedding decor",25,"This listing is for 10 sunflowers soap bars.

Sunflower is a beautiful flower of sunny color with a chocolate heart and petals full of brightness and joy of yellow-orange colors. 
This flower of the sun is a perfect gift for any occasion and a little girl and an adult woman.
The photo shows one of the color options, you can choose bright yellow leaves or a more autumn version, as in the photo.
Change the core to black or green.
Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. 

The soap contains goat's milk, clear glycerin and Shea's soap base.

This delicious soap comes in a transparent cellophane bag tied with a ribbon.
Green leaf is a prop for a photo. A bar of soap consists of a single piece.","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",3,1.2,https://www.etsy.com/listing/707769984/10-sunflowers-soaps-favors-10-sunflowers?ref=shop_home_active_27,flowers
75,"Stocking stuffer for toddler soap, 8 pcs Mini Transformer birthday  party favors, Kids Robot Soaps mini set, Otimus prime",4,"This Set Mini Robot Transformer Soap is amazing gift for your your child's Birthday party, Easter Basket Gift or any other occasion.
The set consists of 8 bars of soap of different colors (blue, red, yellow, green).
The scent of 8 bars of soap is uniform, you can choose it from the listing.

This adorable soap comes in a clear cellophane bag tied with a ribbon. 

Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 


","Goat milk soap base, glycerin, Shea butter, fragrance, color",1.2 x 1.4,2,https://www.etsy.com/listing/711212787/stocking-stuffer-for-toddler-soap-8-pcs?ref=shop_home_active_34,novelty/gag gift
76,"6+ pcs Mini Heart soaps, Mini soap favors, Mini soap bars, Wedding shower favors, Favors ANY Color Soap, Cheap Soap, Set Lavender weddings",6,"6 Small cute heart-shaped soaps wonderfully suit as a gift for Baby Shower soap favors, Girl or Boy Baby Shower favors or Wedding favors. They will wonderfully decorate the bathroom / guest room or use them as a compliment. Soap is convenient for its small size or affordability. Please select the colors and smells from the list, if you have additional questions, please contact me!
You get 6 bars of soap, total weight 3 ounces

Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. The soap contains goat's milk, clear glycerin and Shea's soap base.




 
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",1.5 x 0.5,0.5,https://www.etsy.com/listing/703659869/6-pcs-mini-heart-soaps-mini-soap-favors?ref=shop_home_active_1,holidays
77,"Lips Soap favors, Sexy Lips Soap, Kiss Soap, Girls Night Out, Red Lips Soap, Bachelorette party decorations, Party Favor",2.25,"These Sexy Lip Kiss soap favors are perfect for a Bachelorette Party decorations idea. 

Made with skin-friendly dyes and fragrances. You can choose the aroma and color of the desired soap. 
The soap contains goat's milk, clear glycerin and Shea's soap base.
","Goat milk soap base, Clear glycerin soap base, Colorant, fragrance",,,https://www.etsy.com/listing/708345944/lips-soap-favors-sexy-lips-soap-kiss?ref=shop_home_active_35,novelty/gag gift
78,"Stocking stuffer for toddler soap, Astronaut Soap,Astronaut birthday Favor, Space Soap, Boy Birthday,Boy Gift, Moon Space, Man on the Moon",6,"This Astronaut soap is amazing gift for your your child's astronaut party or outer space party.

Made with skin safe colorants and fragrances. The soap contains goat milk, clear glycerin and Shea soap base. 

 This adorable soap comes in a clear cellophane bag tied with a ribbon. 
 
I hope you enjoy this soap as much as I enjoy making it! 
 
*Please note: each soap is individually handcrafted, making each unique. Your soap will be similar to the one pictured, but no two are the same!*",,4.3,2,https://www.etsy.com/listing/660393938/stocking-stuffer-for-toddler-soap?ref=shop_home_active_29,novelty/gag gift
